,yaw,pitch,roll,label
0,3.32548189163208,-10.14936637878418,6.106020927429199,1.0
1,18.465909957885742,5.6973137855529785,14.509176254272461,1.0
2,13.337699890136719,6.174648284912109,10.885870933532715,1.0
3,13.360977172851562,5.6207594871521,11.026565551757812,1.0
4,-0.018481731414794922,2.1731069087982178,12.739789962768555,1.0
5,2.9865705966949463,1.8592090606689453,14.308549880981445,1.0
6,49.20648956298828,4.393734455108643,7.27806282043457,1.0
7,54.16435241699219,4.46200704574585,5.595468521118164,1.0
8,49.235572814941406,2.1004128456115723,6.673551559448242,1.0
9,45.98975372314453,5.048854351043701,4.287425518035889,1.0
10,47.21023178100586,6.452156066894531,5.749092102050781,1.0
11,17.342878341674805,14.05189323425293,13.88302230834961,1.0
12,18.300289154052734,13.53304672241211,15.690986633300781,1.0
13,16.51667022705078,10.969846725463867,14.637284278869629,1.0
14,15.133432388305664,14.430482864379883,13.635176658630371,1.0
15,12.175670623779297,14.742639541625977,13.839073181152344,1.0
16,12.592150688171387,16.187850952148438,14.619503021240234,1.0
17,21.771469116210938,6.449839115142822,9.61727523803711,1.0
18,11.522050857543945,7.864409923553467,8.651752471923828,1.0
19,16.92665672302246,8.57409954071045,8.087246894836426,1.0
20,9.953994750976562,7.218155860900879,5.881769180297852,1.0
21,14.793172836303711,9.001198768615723,8.559280395507812,1.0
22,16.297805786132812,8.962494850158691,8.500799179077148,1.0
23,11.093937873840332,6.4845476150512695,7.354094982147217,1.0
24,6.207141399383545,7.304196357727051,6.870913028717041,1.0
25,4.780022144317627,8.257938385009766,11.054211616516113,1.0
26,13.965895652770996,5.327698707580566,8.993887901306152,1.0
27,14.863678932189941,6.706014156341553,9.834355354309082,1.0
28,14.056591987609863,4.6749114990234375,9.057403564453125,1.0
29,15.109590530395508,5.570779323577881,10.98745059967041,1.0
30,12.160048484802246,5.047739505767822,10.497962951660156,1.0
31,19.42229461669922,7.429091453552246,9.086567878723145,1.0
32,19.965312957763672,5.561526775360107,10.772430419921875,1.0
33,20.94605255126953,5.887279510498047,10.625224113464355,1.0
34,13.939555168151855,5.149054527282715,8.975030899047852,1.0
35,16.63690185546875,6.84909725189209,9.85649299621582,1.0
36,18.632410049438477,5.3225812911987305,10.05013370513916,1.0
37,20.28403091430664,7.423430442810059,9.900224685668945,1.0
38,6.1522979736328125,5.581564903259277,8.260296821594238,1.0
39,6.0404253005981445,5.287153720855713,6.034121036529541,1.0
40,15.699860572814941,6.869541168212891,10.309505462646484,1.0
41,23.02105712890625,7.206117630004883,10.720271110534668,1.0
42,23.38694953918457,5.472150802612305,11.083011627197266,1.0
43,23.255094528198242,6.3331780433654785,9.780366897583008,1.0
44,21.719440460205078,5.719533443450928,9.8135404586792,1.0
45,19.593463897705078,5.9694647789001465,8.463730812072754,1.0
46,21.423500061035156,6.734093189239502,7.853415012359619,1.0
47,22.84506607055664,6.581603050231934,8.866496086120605,1.0
48,16.86370849609375,6.646707534790039,9.076268196105957,1.0
49,15.738092422485352,5.635666370391846,10.612483978271484,1.0
50,13.377881050109863,3.6670703887939453,10.144901275634766,1.0
51,16.238075256347656,4.513474464416504,10.91278076171875,1.0
52,13.49316692352295,3.623546600341797,9.779808044433594,1.0
53,22.738182067871094,4.581208229064941,10.055042266845703,1.0
54,22.088298797607422,3.901313304901123,11.6768217086792,1.0
55,15.995414733886719,5.3128509521484375,10.326664924621582,1.0
56,21.619232177734375,6.452932834625244,10.430164337158203,1.0
57,19.128067016601562,6.134396076202393,8.8554105758667,1.0
58,17.316633224487305,5.725026607513428,9.552215576171875,1.0
59,19.129291534423828,4.8813276290893555,9.212851524353027,1.0
60,19.827045440673828,5.805659294128418,8.30471134185791,1.0
61,17.775056838989258,4.84310245513916,8.449295997619629,1.0
62,18.899442672729492,5.00373649597168,8.235445022583008,1.0
63,12.861967086791992,5.902768135070801,7.718786716461182,1.0
64,15.692607879638672,6.7916131019592285,7.677915096282959,1.0
65,16.635841369628906,5.663737773895264,8.241446495056152,1.0
66,17.483539581298828,5.127104759216309,9.610187530517578,1.0
67,18.433170318603516,6.443582534790039,8.507722854614258,1.0
68,17.635669708251953,5.448031425476074,9.22773551940918,1.0
69,19.8326416015625,6.301158428192139,7.717002868652344,1.0
70,18.135616302490234,7.19080924987793,8.940808296203613,1.0
71,17.2808837890625,4.363755226135254,7.45644474029541,1.0
72,13.13336181640625,5.528809547424316,6.783379077911377,1.0
73,12.014993667602539,7.343997478485107,8.521173477172852,1.0
74,14.774715423583984,5.87922477722168,8.326687812805176,1.0
75,13.776725769042969,3.8663179874420166,8.432336807250977,1.0
76,9.289112091064453,5.352874755859375,7.783186435699463,1.0
77,13.5240478515625,6.431856155395508,8.43492317199707,1.0
78,9.715621948242188,6.968838691711426,8.364238739013672,1.0
79,7.820085525512695,6.39881706237793,9.837244033813477,1.0
80,14.187555313110352,6.505334854125977,8.847078323364258,1.0
81,17.57469367980957,7.200434684753418,10.441095352172852,1.0
82,13.86501693725586,7.109498977661133,10.17135238647461,1.0
83,15.28866958618164,7.727269649505615,11.715880393981934,1.0
84,12.0387601852417,6.809106826782227,11.038885116577148,1.0
85,18.157915115356445,7.6941609382629395,11.875619888305664,1.0
86,12.63752555847168,7.727630138397217,9.540216445922852,1.0
87,30.838003158569336,10.196868896484375,1.2238779067993164,1.0
88,14.607012748718262,5.919623374938965,9.687456130981445,1.0
89,14.155416488647461,6.439563751220703,9.51786994934082,1.0
90,9.157690048217773,5.955589771270752,9.99854850769043,1.0
91,8.645556449890137,4.921151161193848,7.621606826782227,1.0
92,14.799233436584473,8.11716365814209,11.658424377441406,1.0
93,32.48207092285156,12.380252838134766,4.190528392791748,1.0
94,14.463788032531738,5.7253522872924805,10.184762954711914,1.0
95,9.94234561920166,5.176507949829102,10.135076522827148,1.0
96,19.093849182128906,4.684852600097656,8.45444393157959,1.0
97,14.669830322265625,6.407567977905273,8.822928428649902,1.0
98,27.778289794921875,10.843416213989258,9.138022422790527,1.0
99,12.843192100524902,4.029489040374756,10.820268630981445,1.0
100,13.94300651550293,3.8912386894226074,7.517179489135742,1.0
101,17.167766571044922,4.818159580230713,7.97636604309082,1.0
102,11.786259651184082,3.0418643951416016,7.392251014709473,1.0
103,17.82019805908203,3.417161464691162,7.74797248840332,1.0
104,14.338749885559082,4.527600288391113,7.564073085784912,1.0
105,17.465648651123047,4.7685980796813965,11.1114501953125,1.0
106,30.65945816040039,-0.45073699951171875,6.552282333374023,1.0
107,10.038644790649414,5.886218070983887,10.269458770751953,1.0
108,11.98790168762207,6.672041893005371,8.962822914123535,1.0
109,13.1723051071167,6.694058418273926,10.352038383483887,1.0
110,17.83838653564453,7.0278425216674805,11.378959655761719,1.0
111,15.924959182739258,7.187330722808838,10.58749008178711,1.0
112,14.238988876342773,6.605897903442383,10.434098243713379,1.0
113,12.023784637451172,7.187460899353027,9.847354888916016,1.0
114,18.437740325927734,7.418094635009766,9.93979549407959,1.0
115,18.20990753173828,6.5588154792785645,9.97299575805664,1.0
116,15.768086433410645,7.017420291900635,9.997274398803711,1.0
117,9.81436824798584,6.538336753845215,7.06794548034668,1.0
118,11.476611137390137,8.016578674316406,9.194969177246094,1.0
119,12.86359691619873,7.069610595703125,7.911653518676758,1.0
120,17.304731369018555,6.54160213470459,10.733070373535156,1.0
121,11.151632308959961,6.225433349609375,8.502325057983398,1.0
122,13.355142593383789,6.31449031829834,8.93557357788086,1.0
123,8.442544937133789,6.589567184448242,8.899283409118652,1.0
124,11.026226043701172,5.225159645080566,9.370912551879883,1.0
125,44.05636978149414,7.017449378967285,7.860214710235596,1.0
126,20.67017936706543,8.601191520690918,6.4399943351745605,1.0
127,3.108243942260742,-15.124883651733398,-0.6285979151725769,1.0
128,-10.561689376831055,-0.9345955848693848,0.6278070211410522,1.0
129,5.185759544372559,-10.786125183105469,-1.7025790214538574,1.0
130,-18.618457794189453,-14.037818908691406,-0.14773988723754883,1.0
131,-8.921785354614258,3.483888626098633,-1.0861696004867554,1.0
132,6.279007434844971,8.96090030670166,2.9173550605773926,1.0
133,-4.885295391082764,-4.1399641036987305,-7.808942794799805,1.0
134,-11.48031234741211,-5.846108436584473,-2.5609281063079834,1.0
135,-11.364028930664062,-6.857302665710449,1.86399245262146,1.0
136,-6.946932792663574,0.7204747200012207,-0.39387863874435425,1.0
137,14.596114158630371,5.342697620391846,3.5351905822753906,1.0
138,22.317975997924805,21.345869064331055,9.430797576904297,1.0
139,17.177974700927734,21.69882583618164,5.786516189575195,1.0
140,21.260501861572266,20.188323974609375,5.359393119812012,1.0
141,13.436553955078125,12.693474769592285,2.7217342853546143,1.0
142,19.18186378479004,13.987821578979492,3.014535665512085,1.0
143,18.083778381347656,13.944551467895508,-1.6719868183135986,1.0
144,20.51053810119629,17.246444702148438,1.7111387252807617,1.0
145,25.377361297607422,17.477718353271484,-0.7462960481643677,1.0
146,52.89520263671875,3.9703989028930664,-1.626746654510498,1.0
147,-26.215486526489258,-15.572897911071777,4.60509729385376,1.0
148,29.63235855102539,-11.66651439666748,-9.703726768493652,1.0
149,10.801145553588867,-17.127708435058594,13.281808853149414,1.0
150,-6.028475761413574,-25.829631805419922,5.817080974578857,1.0
151,28.687171936035156,-5.828179359436035,0.807145357131958,1.0
152,-2.608675003051758,5.157380104064941,2.2797281742095947,1.0
153,58.648048400878906,-0.0015044212341308594,0.690582275390625,1.0
154,24.965675354003906,-7.412036895751953,-4.975019454956055,1.0
155,-23.383319854736328,-12.927327156066895,2.1381595134735107,1.0
156,-13.439065933227539,-12.917302131652832,-3.174224376678467,1.0
157,-12.448951721191406,-11.255670547485352,-1.5564298629760742,1.0
158,-28.19558334350586,-0.3591350317001343,-3.9972851276397705,1.0
159,-2.6300220489501953,-9.394991874694824,-4.730557441711426,1.0
160,-0.8691685199737549,-11.859151840209961,-4.684340476989746,1.0
